ID,question,state,state name,State Id,year,applies to,response,citations,cautions
234,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,1995,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
235,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,1995,All,No,,
236,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,1995,All,Yes,N.Y. Penal Law § 400.00(4),
237,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,1995,All,Yes,N.C. Gen. Stat. § 14-402(a),
238,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,1995,All,No,,
239,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,1995,All,No,,
240,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,1995,All,No,,
241,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,1995,All,No,,
242,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,1995,All,Yes,18 Pa. Cons. Stat. § 6111(c),
243,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,1995,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
244,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,1995,All,No,,
245,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,1995,All,No,,
246,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,1995,All,Yes,"Tenn. Code Ann. § 39-17-1316(b)(1), (d)",
247,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,1995,All,No,,
248,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,1995,All,No,,
249,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,1995,All,No,,
250,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,1995,All,No,,
251,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,1995,All,No,,
252,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,1995,All,Yes,D.C. Code § 6-2311; D.C. Code § 6-2352,
253,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,1995,All,No,,
254,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,1995,All,No,,
255,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,1995,All,No,,
256,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,1996,All,No,,
257,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,1996,All,No,,
258,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,1996,All,No,,
259,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,1996,All,No,,
260,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,1996,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
261,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,1996,All,No,,
262,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,1996,All,Yes,Conn. Gen. Stat. § 29-33(c),
263,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,1996,All,No,,
264,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,1996,All,No,,
265,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,1996,All,No,,
266,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,1996,All,Yes,Haw. Rev. Stat. §134-2,
267,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,1996,All,No,,
268,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,1996,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
269,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,1996,All,Yes,Ind. Code § 35-47-2-9,
270,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,1996,All,Yes,Iowa Code § 724.15,
271,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,1996,All,No,,
272,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,1996,All,No,,
273,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,1996,All,No,,
274,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,1996,All,No,,
275,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,1996,All,Yes,"Md. Code art. 27, § 442(d)",
276,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,1996,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
277,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,1996,All,Yes,"MCLS §§ 28.422, 28.426",
278,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,1996,All,No,,
279,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,1996,All,No,,
280,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,1996,All,Yes,§ 571.090 R.S.Mo,
281,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,1996,All,No,,
282,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,1996,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
283,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,1996,All,No,,
284,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,1996,All,No,,
285,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,1996,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
286,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,1996,All,No,,
287,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,1996,All,Yes,N.Y. Penal Law § 400.00(4),
288,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,1996,All,Yes,N.C. Gen. Stat. § 14-402(a),
289,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,1996,All,No,,
290,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,1996,All,No,,
291,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,1996,All,No,,
292,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,1996,All,No,,
293,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,1996,All,Yes,18 Pa. Cons. Stat. § 6111(c),
294,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,1996,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
295,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,1996,All,No,,
296,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,1996,All,No,,
297,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,1996,All,Yes,"Tenn. Code Ann. § 39-17-1316(b)(1), (d)",
298,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,1996,All,No,,
299,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,1996,All,No,,
300,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,1996,All,No,,
301,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,1996,All,No,,
302,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,1996,All,No,,
303,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,1996,All,Yes,D.C. Code § 6-2311; D.C. Code § 6-2352,
304,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,1996,All,No,,
305,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,1996,All,No,,
306,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,1996,All,No,,
307,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,1997,All,No,,
308,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,1997,All,No,,
309,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,1997,All,No,,
310,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,1997,All,No,,
311,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,1997,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",
312,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,1997,All,No,,
313,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,1997,All,Yes,Conn. Gen. Stat. § 29-33(c),
314,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,1997,All,No,,
315,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,1997,All,No,,
316,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,1997,All,No,,
317,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,1997,All,Yes,Haw. Rev. Stat. §134-2,
318,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,1997,All,No,,
319,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,1997,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
320,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,1997,All,Yes,Ind. Code § 35-47-2-9,
321,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,1997,All,Yes,Iowa Code § 724.15,
322,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,1997,All,No,,
